Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Absorbency level (product.metafields.shopify.absorbency-level),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Attachment type (product.metafields.shopify.attachment-type),Bedding size (product.metafields.shopify.bedding-size),Body area (product.metafields.shopify.body-area),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Compatible patient profile (product.metafields.shopify.compatible-patient-profile),Control type (product.metafields.shopify.control-type),Diaper size (product.metafields.shopify.diaper-size),Diaper type (product.metafields.shopify.diaper-type),Display technology (product.metafields.shopify.display-technology),Disposable glove features (product.metafields.shopify.disposable-glove-features),Evaporation technology (product.metafields.shopify.evaporation-technology),Fabric (product.metafields.shopify.fabric),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Handwear material (product.metafields.shopify.handwear-material),Material (product.metafields.shopify.material),Mobility/Accessibility equipment features (product.metafields.shopify.mobility-accessibility-equipment-features),Mounting type (product.metafields.shopify.mounting-type),Nebulizer design (product.metafields.shopify.nebulizer-design),Nebulizer technology (product.metafields.shopify.nebulizer-technology),Power source (product.metafields.shopify.power-source),Size (product.metafields.shopify.size),Stair lifts control type (product.metafields.shopify.stair-lifts-control-type),Staircase type (product.metafields.shopify.staircase-type),Support/Brace material (product.metafields.shopify.support-brace-material),Target gender (product.metafields.shopify.target-gender),Temperature measurement (product.metafields.shopify.temperature-measurement),Test sample (product.metafields.shopify.test-sample),Transfer boards surface type (product.metafields.shopify.transfer-boards-surface-type),Treatment objective (product.metafields.shopify.treatment-objective),Usage type (product.metafields.shopify.usage-type),Wheelchair type (product.metafields.shopify.wheelchair-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
elbow-support-1,,,,,,,,,M,,,,,,,,'0620,0.0,shopify,0,continue,manual,137.00,190.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0620_b-300x300.jpg?v=1743247151,2,Vissco Elbow Support - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elbow-support-1,,,,,,,,,L,,,,,,,,'0620,0.0,shopify,0,continue,manual,137.00,190.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0620_d-300x300.jpg?v=1743247152,3,Vissco Elbow Support - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elbow-support-1,,,,,,,,,X,,,,,,,,'0620,0.0,shopify,0,continue,manual,151.00,210.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0620_m-300x300.jpg?v=1743247153,4,Vissco Elbow Support - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elbow-support-1,,,,,,,,,XXL,,,,,,,,'0620,0.0,shopify,0,continue,manual,151.00,210.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0620_s-300x300.jpg?v=1743247155,5,Vissco Elbow Support - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tropical-arm-sling,Vissco Tropical Arm Sling,"<h3 class=""Dtitle"" data-mce-fragment=""1"">About the Product :<br>
</h3>
<p>Vissco Tropical Arm Sling holds, supports and immobilizes the sprained, broken or surgically operated arm in the flexion position while it recuperates. Made from breathable and skin friendly material, Inner layer bonded with special fabric for coolness and comfort.</p>
<h3>Who can use :</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Post cast removal</li>
<li data-mce-fragment=""1"">Shoulder dislocation</li>
<li data-mce-fragment=""1"">Muscle and tendon injuries</li>
<li data-mce-fragment=""1"">Soft tissue injuries</li>
<li data-mce-fragment=""1"">Fracture of arm or forearm</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">Benefits :</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Adjustable strap to ease adjustment</li>
<li data-mce-fragment=""1"">Thumb holder provided for better grip and comfort</li>
<li data-mce-fragment=""1"">Place your arm inside the sling</li>
<li data-mce-fragment=""1"">Tighten and lock the velcro on the strap to a comfortable resting height and angle of the arm</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">Product care :</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Hand wash with mild detergent &amp; water at room temperature</li>
<li data-mce-fragment=""1"">Dry in shade on a flat surface</li>
<li data-mce-fragment=""1"">Do not dry clean</li>
</ul>",Vissco,Uncategorized,Hand and Shoulder,"Arm Sleeve, Arm Sling, Brand_Vissco, Orthopaedics, Price_ 0 - 500",true,Size,S,,,,,,,,'0820,100.0,shopify,0,continue,manual,232.00,320.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0820.jpg?v=1743247146,1,Vissco Tropical Arm Sling - AeonCare,false,Buy Vissco Tropical Arm Sling for best price in India at Aeoncare.in,Aeoncare : Vissco Tropical Arm Sling prevents you from moving your arm too much as you heal after an injury. Order it now on best price in India only at our website.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
tropical-arm-sling,,,,,,,,,M,,,,,,,,'0820,100.0,shopify,-1,continue,manual,232.00,320.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0820_b-300x300.jpg?v=1743247147,2,Vissco Tropical Arm Sling - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tropical-arm-sling,,,,,,,,,L,,,,,,,,'0820,100.0,shopify,0,continue,manual,232.00,320.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0820_d-300x300.jpg?v=1743247148,3,Vissco Tropical Arm Sling - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tropical-arm-sling,,,,,,,,,XL,,,,,,,,'0820,100.0,shopify,0,continue,manual,267.00,370.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0820_m-300x300.jpg?v=1743247148,4,Vissco Tropical Arm Sling - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tropical-arm-sling,,,,,,,,,XXL,,,,,,,,'0820,100.0,shopify,0,continue,manual,267.00,370.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0820_s-300x300.jpg?v=1743247149,5,Vissco Tropical Arm Sling - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shoulder-support,Vissco Shoulder Support,"<h3 class=""Dtitle"" data-mce-fragment=""1"">About the Product :<br>
</h3>
<p><span>Vissco Shoulder Support that </span>help the shoulder area by supporting the joint and muscles through load sharing.</p>
<h3>Who can use :</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Shoulder dislocation</li>
<li data-mce-fragment=""1"">Rotator cuff injury</li>
<li data-mce-fragment=""1"">Shoulder labral tear</li>
<li data-mce-fragment=""1"">Post paralysis shoulder support</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">Benefits :</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Scientifically designed to support the shoulder and prevent dislocation</li>
<li data-mce-fragment=""1"">Loop elastic technology for easy adjustment and perfect fitting</li>
<li data-mce-fragment=""1"">Made from skin friendly and breathable material for your comfort</li>
<li data-mce-fragment=""1"">Place the support over the shoulder and lock the upper arm traps to your comfort</li>
<li data-mce-fragment=""1"">Fix the loop elastic on one end and lock the other end around the shoulder as per the image shown on the box</li>
<li data-mce-fragment=""1"">Pull and secure the arm strap towards the shoulder to lock from slipping down</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">Product care :</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Hand wash with mild detergent and water at room temperature</li>
<li data-mce-fragment=""1"">Dry in shade on a flat surface</li>
<li data-mce-fragment=""1"">Do not dry clean</li>
<li data-mce-fragment=""1"">Do not Iron or Bleach</li>
</ul>",Vissco,Uncategorized,Hand and Shoulder,"Brand_Vissco, Hand & Shoulder, Orthopaedics, Price_ 500 - 1000",true,Size,S,,,,,,,,'0812,0.0,shopify,0,continue,manual,722.00,1000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0812.jpg?v=1743247141,1,Vissco Shoulder Support - AeonCare,false,Buy Vissco Shoulder Support for best price in India at Aeoncare.in,Wearing a Vissco Shoulder Support may also decrease the risk of dislocation by limiting the range that the shoulder is able to move into it.  Vissco Shoulder Support are medical devices that help the shoulder area by supporting the joint and muscles through load sharing. Order it now for best price in India at Aeoncare.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
shoulder-support,,,,,,,,,M,,,,,,,,'0812,0.0,shopify,0,continue,manual,722.00,1000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0812_b-300x300.jpg?v=1743247142,2,Vissco Shoulder Support - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shoulder-support,,,,,,,,,L,,,,,,,,'0812,0.0,shopify,0,continue,manual,722.00,1000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0812_d-300x300.jpg?v=1743247143,3,Vissco Shoulder Support - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shoulder-support,,,,,,,,,XL,,,,,,,,'0812,0.0,shopify,0,continue,manual,795.00,1100.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0812_m-300x300.jpg?v=1743247144,4,Vissco Shoulder Support - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shoulder-support,,,,,,,,,XXL,,,,,,,,'0812,0.0,shopify,0,continue,manual,795.00,1100.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0812_s-300x300.jpg?v=1743247144,5,Vissco Shoulder Support - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
clavicle-brace-with-shoulder-sleeve,Vissco Clavicle brace with shoulder sleeve,"<h3 class=""Dtitle"" data-mce-fragment=""1"">PUT IT ON FOR</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Clavicle fracture</li>
<li data-mce-fragment=""1"">Acromioclavicular joint and sterno-clavicular joint injury</li>
<li data-mce-fragment=""1"">Posture correction in case of stooped shoulder</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">THE EXTRA BOOST</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Wear around your shoulders so the pad is between the shoulder blades as shown in the image</li>
<li data-mce-fragment=""1"">Pull the straps on both the sides through the buckles and fasten to the required firmness</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">FOR MAXIMUM BENEFIT</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Optimal support to the clavicle and acromioclavicular joint</li>
<li data-mce-fragment=""1"">Maintains correct posture of shoulder</li>
<li data-mce-fragment=""1"">The central pad with the stay provides additional support and reinforcement</li>
<li data-mce-fragment=""1"">Special soft padding to reduce pressure on shoulder &amp; axilla</li>
<li data-mce-fragment=""1"">Easy and comfortable to use</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">PRODUCT CARE</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Hand wash with mild detergent &amp; water at room temperature</li>
<li data-mce-fragment=""1"">Dry in shade on a flat surface</li>
<li data-mce-fragment=""1"">Do not dry clean</li>
</ul>
<p><strong>BENEFITS : </strong></p>
<p><span>The brace </span><b>keeps the collarbone area immobilized after a simple break or fracture so the bone can heal</b><span>.</span></p>
<p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0291/4949/5374/files/Trusted_by_doctors_ce694e5d-ab92-4a78-806f-0fc0cd7ed6a0_480x480.jpg?v=1655963555""></p>",Vissco,Uncategorized,Hand and Shoulder,"Brand_Vissco, Hand & Shoulder, Orthopaedics, Price_ 0 - 500",true,Title,Default Title,,,,,,,,'0816,0.0,shopify,0,continue,manual,384.00,490.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0816.jpg?v=1743247137,1,Vissco Clavicle brace with shoulder sleeve - AeonCare,false,Buy now Vissco Clavicle brace with shoulder sleeve at aeoncare.in for best price in India.,"Aeoncare.in :: Buy now Clavicle brace which keeps the collarbone area immobilized after a simple break or fracture so the bone can heal. 

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
clavicle-brace-with-shoulder-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0816_b-1-300x300.jpg?v=1743247138,2,Vissco Clavicle brace with shoulder sleeve - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clavicle-brace-with-shoulder-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0816_d-1-300x300.jpg?v=1743247139,3,Vissco Clavicle brace with shoulder sleeve - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clavicle-brace-with-shoulder-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0816_m-1-300x300.jpg?v=1743247140,4,Vissco Clavicle brace with shoulder sleeve - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elastic-shoulder-immobilizer-with-cap,Vissco Elastic Shoulder Immobilizer,"<h3 class=""Dtitle"" data-mce-fragment=""1"">About the Product :</h3>
<p><span>Vissco Shoulder Support Shoulder Immobilizer With Adjustable Stretchable Strap, <b data-mce-fragment=""1"">Better Immobilization, Pain Reliever For Rotator cuff injury. </b>This shoulder immobilizer can be used for acute shoulder pain, dislocation, post-surgery and other conditions causing pain.</span></p>
<h3><strong>Who can use :</strong></h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Shoulder dislocation</li>
<li data-mce-fragment=""1"">Rotator cuff injury</li>
<li data-mce-fragment=""1"">Shoulder labral tear</li>
<li data-mce-fragment=""1"">Post-operative support</li>
</ul>
<h3><strong>How to use : </strong></h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Place the support over the lower chest so that the wrist strap is placed in the centre<br>
</li>
<li data-mce-fragment=""1"">Tie the upper arm strap on the affected arm of the injured shoulder</li>
<li data-mce-fragment=""1"">Place the arm in the resting position and lock it with the wrist strap</li>
<li data-mce-fragment=""1"">Place the shoulder cap over the injured shoulder as shown in the image and fix it with the velcro straps for comfortable fit</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">Product care :</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Hand wash with mild detergent and water at room temperature</li>
<li data-mce-fragment=""1"">Dry in shade on a flat surface</li>
<li data-mce-fragment=""1"">Do not dry clean</li>
<li data-mce-fragment=""1"">Do not Iron or Bleach</li>
</ul>",Vissco,Uncategorized,Hand and Shoulder,"Brand_Vissco, Hand & Shoulder, Orthopaedics, Price_ 500 - 1000",true,Size,S,,,,,,,,'0813,0.0,shopify,0,continue,manual,632.00,875.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/1_6aee01da-58d7-42b4-a0cc-92086bc7c604.jpg?v=1743247133,1,Vissco Elastic Shoulder Immobilizer - AeonCare,false,Buy Vissco Elastic Shoulder Immobilizer for best price at Aeoncare.in,"Vissco Elastic Shoulder Immobilize will helps to keep your arm from moving up, down, or away from your body and restricts movements and provides support to an injured shoulder. Order it now on Aeoncare.in website for best price in India.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
elastic-shoulder-immobilizer-with-cap,,,,,,,,,M,,,,,,,,'0813,0.0,shopify,0,continue,manual,632.00,875.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0813_b-300x500.jpg?v=1743247133,2,Vissco Elastic Shoulder Immobilizer - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elastic-shoulder-immobilizer-with-cap,,,,,,,,,L,,,,,,,,'0813,0.0,shopify,0,continue,manual,632.00,875.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0813_d-300x300.jpg?v=1743247134,3,Vissco Elastic Shoulder Immobilizer - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elastic-shoulder-immobilizer-with-cap,,,,,,,,,XL,,,,,,,,'0813,0.0,shopify,0,continue,manual,649.00,900.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0813_m-300x300.jpg?v=1743247135,4,Vissco Elastic Shoulder Immobilizer - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elastic-shoulder-immobilizer-with-cap,,,,,,,,,XXL,,,,,,,,'0813,0.0,shopify,0,continue,manual,649.00,900.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0813_s-300x300.jpg?v=1743247136,5,Vissco Elastic Shoulder Immobilizer - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
meek-clavicle-brace-child,Meet clavicle brace-Child,"<h3 class=""Dtitle"" data-mce-fragment=""1"">PUT IT ON FOR</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Clavicle fracture</li>
<li data-mce-fragment=""1"">Acromioclavicular joint and sterno-clavicular joint injury</li>
<li data-mce-fragment=""1"">Posture correction in case of stooped shoulder</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">THE EXTRA BOOST</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Optimal support to clavicle and acromioclavicular joint</li>
<li data-mce-fragment=""1"">Maintains correct posture of shoulder</li>
<li data-mce-fragment=""1"">Special soft padding to reduce pressure on shoulder &amp; axilla</li>
<li data-mce-fragment=""1"">Triangular pattern for two way adjustment at the back</li>
<li data-mce-fragment=""1"">Easy and comfortable to use</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">FOR MAXIMUM BENEFIT</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Wear around your shoulders so the round ring comes between the shoulder blades</li>
<li data-mce-fragment=""1"">The soft padding should be over the clavicle. Pull and fasten the velcro for the required firmness</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">PRODUCT CARE</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Hand wash with mild detergent and water at room temperature</li>
<li data-mce-fragment=""1"">Dry in shade on a flat surface</li>
<li data-mce-fragment=""1"">Do not dry clean</li>
</ul>",Vissco,,Hand and Shoulder,"",false,Title,Default Title,,,,,,,,'0803,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/na-clavicle-brace-child.jpg?v=1658493582,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
meek-clavicle-brace-child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0802_d-300x300_04b53038-6fee-498b-afa8-6b16b13ae5fb.jpg?v=1658493582,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meek-clavicle-brace-child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0802_m-300x300_64c2b848-7f13-44d0-b8d2-b81db401d591.jpg?v=1658493582,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meek-clavicle-brace-child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/na-clavicle-brace-child_14718426-3a1a-468d-a418-4625c8cd91e3.jpg?v=1658493584,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arm-sling,Vissco Arm sling,"<h3 class=""Dtitle"" data-mce-fragment=""1"">Put it on for</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Post-operative immobilization of the shoulder joint</li>
<li data-mce-fragment=""1"">Shoulder dislocation</li>
<li data-mce-fragment=""1"">Muscle and Tendon injuries</li>
<li data-mce-fragment=""1"">Soft tissue injuries</li>
<li data-mce-fragment=""1"">Fracture of the humerus</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">The Extra Boost</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Made from a breathable, soft, lightweight and skin friendly spacer fabric material</li>
<li data-mce-fragment=""1"">Inner layer bonded with cotton fabric for coolness and comfort</li>
<li data-mce-fragment=""1"">Adjustable strap and buckle for ease of height adjustment and locking</li>
<li data-mce-fragment=""1"">Thumb holder provided for better grip &amp; comfort</li>
<li data-mce-fragment=""1"">Cushioning pad provided to ease pressure on the neck</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">For Maximum Benefit</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Skin Friendly</li>
<li data-mce-fragment=""1"">Easy Breathe</li>
<li data-mce-fragment=""1"">Adjustable Support</li>
<li data-mce-fragment=""1"">Ergonomic Fit</li>
<li data-mce-fragment=""1"">Cotton Elastic</li>
<li data-mce-fragment=""1"">Anti-Fungal</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">Product Care</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Hand wash with mild detergent and water at room temperature</li>
<li data-mce-fragment=""1"">Dry in shade on a flat surface</li>
<li data-mce-fragment=""1"">Do not dry clean</li>
</ul>
<p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0291/4949/5374/files/Trusted_by_doctors_ce694e5d-ab92-4a78-806f-0fc0cd7ed6a0_480x480.jpg?v=1655963555""></p>",Vissco,Uncategorized,Hand and Shoulder,"Brand_Vissco, Hand & Shoulder, Orthopaedics",true,Size,S,,,,,,,,'2805,0.0,shopify,0,continue,manual,337.00,430.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/2805-1.jpg?v=1743247128,1,Vissco Arm sling - AeonCare,false,Vissco Arm sling | Buy at best price at Aeoncare.in ,"It helps to provide support and immobilize the sprained, broken or surgically operated arm. Buy Vissco arm sling for best in India ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
arm-sling,,,,,,,,,M,,,,,,,,'2805,0.0,shopify,0,continue,manual,337.00,430.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/2805_b-300x300.jpg?v=1743247129,2,Vissco Arm sling - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
arm-sling,,,,,,,,,L,,,,,,,,'2805,0.0,shopify,0,continue,manual,337.00,430.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/2805_d-1-300x300.jpg?v=1743247130,3,Vissco Arm sling - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
arm-sling,,,,,,,,,XL,,,,,,,,'2805,0.0,shopify,0,continue,manual,377.00,480.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/2805_m-1-300x300_8468a443-6efd-4ebf-965f-e0e4730a784c.jpg?v=1743247131,4,Vissco Arm sling - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
arm-sling,,,,,,,,,XXL,,,,,,,,'2805,0.0,shopify,0,continue,manual,377.00,480.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/2805_s-1-300x300.jpg?v=1743247131,5,Vissco Arm sling - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
